SEESION ID,TIME,ABSTRACT ID,TITLE,PRESENTER,VIA
EES2,3:00-3:15,135,CHARACTERIZATION OF HYDROGEN PEROXIDE-INDUCED PROGRAMMED CELL DEATH IN SELECTED MICROCYSTIN PRODUCING CYANOBACTERIA: CYTOTOXIC EFFECTS ON CELLULAR MICROCYSTIN CONTENT,Shashini Gunathilaka,
EES2,3:15-3:30,159,QUALITY OF DRINKING WATER AND IT’S POSSIBLE HEALTH IMPACTS ON THE COMMUNITY IN WILGAMUWA AREA,Navodya D Mahalekam,
EES2,3:30-3:45,165,DOES SHELF LIFE AFFECT THE LEVEL OF MICROPLASTICS IN BOTTLED WATER,Poorna Chamini Premathilake,
EES3,8:00-8:15,35,"PRELIMINARY SCREENING, FUNCTIONAL GROUP ANALYSIS, MINERAL CONTENT AND FATTY ACID PROFILE OF TWO BROWN MARINE ALGAL SPECIES IN SRILANKA",Nishmitha Ramaraj,
EES3,8:15-8:30,68,ASSESSMENT OF SOIL BACTERIAL DIVERSITY IN ORGANIC AND CONVENTIONAL AGROECOSYSTEMS VIA HIGH THROUGHPUT SEQUENCING,Brigitta D Tissera,
EES3,8:30-8:45,93,"PRELIMINARY STUDY ON DIVERSITY OF LEPIDOPTERON SPECIES IN THE DUNUMADALAWA FOREST RESERVE, KANDY, SRI LANKA",Chathurika D Kodithuwakkuarachchi,
EES3,8:45-9:00,105,URBAN BIRD DIVERSITY IN SELECTED LOCATIONS OF COLOMBO DISTRICT AND URBAN RESIDENT’S ATTITUDES TOWARD BIRDS IN THE NEIGHBOURHOOD,Kasuni A Perera,
EES3,9:00-9:15,145,"MICROPLASTIC POLLUTION IN DONDRA LAGOON, SOUTHERN COAST OF SRI LANKA; INFLUENCE ON HABITAT AND FEEDING MODE OF SELECTED FISH SPECIES",Narmada N Bandara,
EES3,9:15-9:30,172,FISH ASSEMBLAGE STRUCTURE AND ASSOCIATED ENVIRONMENTAL FACTORS OF RAWAN-OYA TRIBUTARY OF MAHAWELI RIVER,K. C. Weerakoon,
EES3,9:30-9:45,189,"A COMPARISON OF BIRD DIVERSITY BETWEEN THE CORE AREA AND THE BUFFER ZONE OF BODHINAGALA FOREST RESERVE, SOUTH-WESTERN SRI LANKA",W. N. Madusanka,
EES4,10:30-10:45,3,SPATIAL MULTI-CRITERIA EVALUATION (SMCE) MODEL FOR LANDSLIDE HAZARD ZONATION USING GEOGRAPHIC INFORMATION SYSTEM (GIS) - A STUDY FROM KANDY DISTRICT,Asvini Senevirathna,
EES4,10:45-11:00,63,THE ANCIENT TANK CONSTRUCTION TECHNOLOGY IN NORTH CENTRAL DRY ZONE OF SRI LANKA: HYDRO-ECOLOGICAL ASSESSMENT,Sharmila W Goonathilake,
EES4,11:00-11:15,124,"GROSSULAR-GARNET BEARING CALC-SILICATE FROM KAMBURUPITIYA, SOUTHERN HIGHLAND COMPLEX, SRI LANKA: IMPLICATIONS FOR ITS PETROLOGICAL AND GEOCHEMICAL SIGNATURES",Kasthuri Arachchige Geeth K.A.G. Sameera,
EES4,11:15-11:30,174,A WEB-BASED LANDSLIDE RISK DISSEMINATION PORTAL INCORPORATION BAYESIAN PROBABILISTIC RISK PREDICTION MECHANISM ON LANDSLIDE CAUSATIVE PARAMETERS,Hasitha G Rodrigo,
EES4,11:30-11:45,194,ESTIMATION OF SHORELINE CHANGES IN THE SOUTHERN COASTAL BELT OF SRI LANKA SPECIAL REFERENCE TO POLHENA BEACH USING GIS AND REMOTE SENSING METHODS OVER PAST 17 YEAR,Amali Poornima Madarasinghe,
EES5,1:30-1:45,62,EVALUATION OF DIFFERENT SUBSTRATES FOR HYDROLYSIS AND SUBSEQUENT METHANOGENESIS IN THE ANAEROBIC REACTOR,Menuka S Jayalath,
EES5,1:45-2:00,65,SELECTIVE ADSORPTION OF Pb(II) IONS ON Fe3O4/MgO NANOCOMPOSITES,M. Iqbal Ishra,
EES5,2:00-2:15,71,REMOVAL OF LEAD (II) FROM AQUEOUS SOLUTIONS BY PEELS OF BANANA VARIETY AVAILABLE IN SRI LANKA,Iroshinee N. Perera,
EES5,2:15-2:30,95,A PRELIMINARY INVESTIGATION ON THE QUALITY OF MUNICIPAL COMPOST,Shehan H Fernando,
EES5,2:30-2:45,152,INVESTIGATION OF RELEASE AND DETERIORATION OF CHRYSOTILE FIBRES IN CORRUGATED ASBESTOS-CEMENT ROOFING SHEETS,Lakshitha Sanjeewa,
EES5,2:45-3:00,169,SOFT TEMPLATE-LESS ASSEMBLY OF A SHEATH OF NANOSTRUCTURED POLYANILINE ON LIGNOCELLULOSIC COIR FIBER: AN APPROACH TO A POROUS COMPOSITE SYNTHESIS BY IN-SITU POLYMERIZATION,Thilanka I Nawarathna,
EES5,3:00-3:15,200,SYNTHESIS OF CERIUM OXIDE NANOPARTICLES BY HYDROTHERMAL METHOD AND INVESTIGATION OF THEIR ANTIBACTERIAL ACTIVITIES,Swapnaja Shridhar Gajbhiye,zoom
SE1,10:30-10:45,29,ENHANCEMENT OF LOW ACHIEVING STUDENTS’ PERFORMANCE IN A 1AB SCHOOL IN DEHIOWITA EDUCATION ZONE: AN ACTION RESEARCH,Wathsala L Narangoda,
SE1,10:45-11:00,30,THE EFFECT OF INTRINSIC MOTIVATION IN SCIENCE ON SCIENCE ASPIRATIONS IN GRADE 11 STUDENTS IN DEHIOWITA EDUCATION ZONE,Wathsala L Narangoda,
SE1,11:00-11:15,61,"KNOWLEDGE, ATTITUDES & PARTICIPATION FOR ENVIRONMENTAL ACTIVITIES OF GRADE 11 STUDENTS IN FOUR SELECTED SCHOOLS IN MATALE DISTRICT, SRI LANKA",Kawshalya G. Wijerathna,
SE1,11:15-11:30,75,Awareness of Food Labels among Schoolchildren in Ampara District: Promoting Better Health Choices through Knowledge Evaluation,Malmi Apsara Wickramasinghe,
SE1,11:30-11:45,104,"IMPACT OF SOCIAL ISOLATION ON MENTAL HEALTH, SOCIAL INTERACTIONS, AND ACADEMIC PERFORMANCE AMONG ADOLESCENTS DURING COVID-19 PANDEMIC",Kanjini S Dissanayake,
SE1,11:45-12:00,112,THE EFFECTIVENESS OF ONLINE TEACHING AND LEARNING COMPARED TO IN-PERSON INSTRUCTIONS FOR JUNIOR SECONDARY STUDENTS: A CASE STUDY AT A CHOSEN SCHOOL IN THE KURUNEGALA EDUCATIONAL ZONE,Shifana Haniffa,
SE1,12:00-12:15,186,"EFFECTIVENESS OF TRADITIONAL AND SKILL ORIENTED TEACHING AND ASSESSMENT TO ENHANCE GENERIC SKILLS IN CHEMISTRY IN JUNIOR SECONDARY SCHOOL: A CASE STUDY IN CENTRAL PROVINCE, SRI LANKA",Kandiah Balasritharan,
SE2,2:15-2:30,13,Implementing Inquiry-Based Learning Approach to Improve Synthesis Skills Among Science Undergraduates,Kaveesha J Wijesinghe,
SE2,2:30-2:45,16,EFFECTIVENESS OF INTEGRATING STEM EDUCATION IN TO SCIENCE TEACHING AND LEARNING PROCESS,kanchana kumari alahakoon,
SE2,2:45-3:00,17,THE IMPACT OF SCHOOL RESOURCES ON PERFORMANCE OF STUDENTS’ G.C.E. (ORDINARY LEVEL) MATHEMATICS,Meera Sivaputhiran,
SE2,3:00-3:15,28,"IMPROVING ATTENDANCE TO THE SCHOOL OF GRADE EIGHT BY ENHANCING COMPETENCE, AUTONOMY SUPPORT AND RELATEDNESS THROUGH SCIENCE ACTIVITIES: AN ACTION RESEARCH",Wathsala L Narangoda,
